nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
Green Lantern: Rise of the Manhunters,X360,Action,Warner Bros. Interactive Entertainment,0.1,7-Jun-11,59.0,17.0,7,22.0,Double Helix Games
Kinect Sports: Season Two,X360,Sports,Microsoft Game Studios,2.18,25-Oct-11,66.0,46.0,6.3,27.0,"BigPark, Rare Ltd."
Brothers in Arms: Double Time,Wii,Shooter,Ubisoft,0.12,23-Sep-08,45.0,13.0,6.6,17.0,Gearbox Software
Steambot Chronicles: Battle Tournament,PSP,Fighting,Irem Software Engineering,0.06,30-Jun-09,54.0,14.0,6.1,7.0,Irem
Tiger Woods PGA Tour 07,Wii,Sports,Electronic Arts,0.46,13-Mar-07,71.0,41.0,6.9,44.0,EA Redwood Shores
Bodycount,PS3,Shooter,Codemasters,0.08,30-Aug-11,50.0,40.0,3.6,23.0,Guildford Studio
Divinity II: The Dragon Knight Saga,X360,Role-Playing,Focus Home Interactive,0.12,12-Apr-11,72.0,13.0,8,33.0,Larian Studios
M&M's Kart Racing,Wii,Racing,Zoo Digital Publishing,0.23,,,,,,
Band Hero,X360,Misc,Activision,0.72,3-Nov-09,76.0,52.0,5,29.0,Neversoft Entertainment
AquaPazza: AquaPlus Dream Match,PS3,Action,Aqua Plus,0.07,19-Nov-13,75.0,12.0,7.8,14.0,Examu
Thrillville: Off the Rails,Wii,Strategy,LucasArts,0.42,9-Oct-07,70.0,14.0,7,12.0,Frontier Developments
Invizimals,PSP,Strategy,Sony Computer Entertainment,0.74,12-Oct-10,69.0,32.0,6.9,15.0,Novarama
Condemned: Criminal Origins,X360,Action,Sega,0.38,16-Nov-05,81.0,72.0,8.2,100.0,Monolith Productions
Spider-Man: Web of Shadows,Wii,Action,Activision,0.25,21-Oct-08,63.0,20.0,6.3,7.0,"Shaba Games, Treyarch"
Angry Birds: Star Wars,PS4,Strategy,Activision,0.05,15-Nov-13,47.0,5.0,1.6,54.0,Rovio Mobile
"Ni Hao, Kai-lan: Super Game Day",Wii,Misc,Take-Two Interactive,0.18,26-Oct-09,,,tbd,,Take-Two Interactive
History Civil War: Secret Missions,X360,Shooter,Activision,0.13,,,,,,
Metal Gear Solid 4: Guns of the Patriots,PS3,Action,Konami Digital Entertainment,5.85,12-Jun-08,94.0,82.0,8.7,2923.0,Kojima Productions
Kono Aozora ni Yakusoku o: Tenohira no Rakuen,PSP,Adventure,TGL,0.01,,,,,,
Assassin's Creed II,PS3,Action,Ubisoft,5.26,17-Nov-09,91.0,70.0,8.5,824.0,Ubisoft Montreal
Serious Sam HD: Gold Edition,X360,Shooter,Mastertronic,0.02,,,,,,
Megamind: Ultimate Showdown,X360,Adventure,THQ,0.11,2-Nov-10,33.0,7.0,4,4.0,THQ Australia
Naruto Shippuuden: Gekitou Ninja Taisen! EX 3,Wii,Fighting,Takara Tomy,0.07,,,,,,
NBA Live 14,PS4,Sports,Electronic Arts,0.07,19-Nov-13,43.0,24.0,2.5,145.0,EA Sports
Marvel: Ultimate Alliance,Wii,Role-Playing,Activision,0.39,14-Nov-06,73.0,31.0,7.2,27.0,Vicarious Visions
Just Dance 2014,X360,Misc,Ubisoft,0.72,8-Oct-13,79.0,16.0,7.2,27.0,Ubisoft
Gundam Battle Royale,PSP,Action,Namco Bandai Games,0.12,,,,,,
Madden NFL Football,3DS,Sports,Electronic Arts,0.31,22-Mar-11,49.0,18.0,5.4,14.0,EA Tiburon
Need for Speed Carbon: Own the City,PSP,Racing,Electronic Arts,2.38,31-Oct-06,73.0,14.0,8.2,34.0,EA Canada
FIFA Soccer 08,Wii,Sports,Electronic Arts,1.02,9-Oct-07,65.0,13.0,6.2,25.0,EA Canada
Sega Superstars Tennis,Wii,Sports,Sega,1.04,18-Mar-08,71.0,24.0,5.9,11.0,Sumo Digital
Klonoa,Wii,Platform,Namco Bandai Games,0.15,5-May-09,77.0,37.0,8.9,26.0,Paon Corporation
Family Feud Decades,Wii,Misc,Ubisoft,0.15,9-Nov-10,,,tbd,,Ludia
PopStar Guitar,Wii,Misc,Midway Games,0.04,28-Oct-08,,,tbd,,XS Games
Guilty Gear XX Accent Core,Wii,Fighting,505 Games,0.04,15-Oct-07,75.0,15.0,8.6,15.0,Arc System Works
Little League World Series Baseball: Double Play,Wii,Sports,Activision,0.07,13-Jul-10,,,tbd,,Activision
Dangan-Ronpa,PSP,Adventure,Unknown,0.23,25-Nov-10,,,9.6,11.0,Spike
Hasbro Family Game Night 3,PS3,Misc,Electronic Arts,0.22,26-Oct-10,,,tbd,,Electronic Arts
Kung Fu Panda,PS3,Platform,Activision,0.49,3-Jun-08,76.0,23.0,7.1,13.0,"Luxoflux, Inc."
Rapala Pro Bass Fishing 2010,PS3,Sports,Activision,0.22,28-Sep-10,,,tbd,,FUN Labs
Minute to Win It,X360,Misc,Zoo Games,0.31,18-Oct-11,,,tbd,,Smack Down Productions
Fantastic Four: Rise of the Silver Surfer,PS3,Action,Take-Two Interactive,0.14,15-Jun-07,47.0,26.0,5.3,6.0,Visual Concepts
Need for Speed: Most Wanted 5-1-0,PSP,Racing,Electronic Arts,1.97,15-Nov-05,72.0,21.0,7.7,48.0,EA Canada
Deadliest Catch: Sea of Chaos,Wii,Sports,Crave Entertainment,0.11,29-Nov-10,,,tbd,,Crave
James Bond 007: Blood Stone,X360,Action,Activision,0.42,2-Nov-10,62.0,66.0,7.1,54.0,Bizarre Creations
Major League Baseball 2K11,PS3,Sports,Take-Two Interactive,0.17,8-Mar-11,72.0,13.0,6.3,8.0,Visual Concepts
SimAnimals,Wii,Simulation,Electronic Arts,0.3,21-Jan-09,58.0,13.0,1.8,32.0,Electronic Arts
Condemned 2: Bloodshot,X360,Shooter,Sega,0.6,11-Mar-08,80.0,76.0,8.6,150.0,Monolith Productions
Crush3D,3DS,Platform,Sega,0.08,6-Mar-12,71.0,32.0,7.5,12.0,Zoe Mode
Tornado Outbreak,PS3,Action,Konami Digital Entertainment,0.08,29-Sep-09,69.0,15.0,7.3,7.0,Loose Cannon Studios
Okami,PS3,Adventure,Capcom,0.14,,,,,,
Spy Games: Elevator Mission,Wii,Shooter,Tommo,0.06,16-Nov-07,,,tbd,,
Furu Furu Park,Wii,Misc,Taito,0.05,17-Jan-08,43.0,16.0,4.8,5.0,"Taito Corporation, 505 Games"
Cabela's Big Game Hunter 2010,PS3,Sports,Activision Value,0.39,29-Sep-09,,,5,9.0,Activision
Jeopardy!,Wii,Misc,THQ,0.53,,,,,,
Marvel: Ultimate Alliance,X360,Role-Playing,Activision,2.47,24-Oct-06,82.0,68.0,7.3,91.0,Raven Software
Battlefield 4,PS4,Shooter,Electronic Arts,1.41,12-Nov-13,86.0,16.0,6.5,544.0,EA DICE
Midnight Club: Los Angeles,X360,Racing,Take-Two Interactive,2.13,20-Oct-08,81.0,66.0,8.5,121.0,Rockstar San Diego
Nickelodeon Fit,Wii,Sports,Take-Two Interactive,0.88,8-Nov-10,,,tbd,,2K Play
SingStar Fussballhits,PS3,Misc,Sony Computer Entertainment,0.02,,,,,,
Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,PSP,Adventure,Idea Factory,0.02,,,,,,
Sonic Colors,Wii,Platform,Sega,1.57,16-Nov-10,78.0,58.0,8.3,183.0,Sonic Team
The Adventures of Tintin: The Game,3DS,Action,Ubisoft,0.13,6-Dec-11,56.0,8.0,5.1,8.0,Ubisoft Montpellier
Lego City Undercover,3DS,Action,Nintendo,0.96,21-Apr-13,62.0,44.0,6.4,48.0,Traveller's Tales
Dynasty Warriors: Strikeforce,PS3,Action,Tecmo Koei,0.27,16-Feb-10,64.0,27.0,7.1,14.0,Omega Force
ModNation Racers,PS3,Racing,Sony Computer Entertainment,1.04,25-May-10,82.0,85.0,8.4,176.0,United Front Games
Your Shape: Fitness Evolved 2012,X360,Sports,Ubisoft,1.05,8-Nov-11,77.0,13.0,7.6,19.0,Ubisoft
The God of War Trilogy,PS3,Action,Sony Computer Entertainment,0.12,,,,,,
My Horse & Me: Riding for Gold,Wii,Sports,Atari,0.05,,,,,,
Dante's Inferno,PS3,Action,Electronic Arts,1.01,9-Feb-10,75.0,69.0,7.3,190.0,Visceral Games
The Legend of Heroes: Ao no Kiseki,PSP,Role-Playing,Falcom Corporation,0.2,,,,,,
SpongeBob's Boating Bash,Wii,Misc,THQ,0.33,2-Mar-10,,,7.5,4.0,Impulse Games
Wii Fit Plus,Wii,Sports,Nintendo,21.43,4-Oct-09,80.0,33.0,7.3,40.0,Nintendo
Shadow of the Colossus,PS3,Adventure,Sony Computer Entertainment,0.04,17-Jan-12,,,8.7,28.0,Bluepoint Games
Mind Quiz,PSP,Action,Ubisoft,0.09,31-Oct-06,,,tbd,,Ubisoft
SSX,PS3,Sports,Electronic Arts,0.78,28-Feb-12,81.0,38.0,6.8,91.0,EA Canada
The Walking Dead: Survival Instinct,PS3,Misc,Activision,0.3,19-Mar-13,34.0,14.0,3.5,182.0,Terminal Reality
Up,Wii,Adventure,THQ,0.55,26-May-09,62.0,6.0,tbd,,Asobo Studio
World Series of Poker: Tournament of Champions 2007 Edition,Wii,Misc,Activision,0.05,,,,,,
Guitar Hero: World Tour,PS3,Misc,Activision,1.84,26-Oct-08,84.0,43.0,7.5,74.0,Neversoft Entertainment
Captain America: Super Soldier,PS3,Action,Sega,0.14,19-Jul-11,61.0,34.0,7.2,31.0,Next Level Games
Grand Knights History,PSP,Adventure,Marvelous Interactive,0.13,Canceled,,,,,Vanillaware
NCAA Basketball 09,X360,Sports,Electronic Arts,0.2,17-Nov-08,70.0,23.0,5.6,8.0,EA Canada
Super Monkey Ball: Banana Blitz,Wii,Misc,Sega,2.19,14-Nov-06,74.0,53.0,5.9,61.0,Sega
Rapala: We Fish,Wii,Sports,Activision,0.54,29-Sep-09,,,tbd,,Activision
The Simpsons Game,X360,Action,Electronic Arts,1.0,30-Oct-07,71.0,52.0,7.4,52.0,Electronic Arts
Tomb Raider: Underworld,Wii,Adventure,Eidos Interactive,0.43,18-Nov-08,70.0,12.0,6.5,14.0,Crystal Dynamics
Nayuta no Kiseki,PSP,Action,Nihon Falcom Corporation,0.13,,,,,,
Crash Tag Team Racing,PSP,Racing,Vivendi Games,0.21,10-Nov-05,68.0,9.0,8.4,12.0,Radical Entertainment
Red Steel,Wii,Shooter,Ubisoft,0.66,19-Nov-06,63.0,54.0,6.8,109.0,Ubisoft Paris
Pinball Hall of Fame: The Gottlieb Collection,PSP,Misc,Play It,0.22,6-Dec-05,73.0,27.0,9.5,11.0,Farsight Studios
Daisy Fuentes Pilates,Wii,Sports,505 Games,0.24,4-Aug-09,,,tbd,,Collision Studios
Borderlands,PS3,Shooter,Take-Two Interactive,1.9,20-Oct-09,83.0,58.0,8,338.0,Gearbox Software
Kidou Senshi Gundam Seed Battle Destiny,PSV,Action,Namco Bandai Games,0.12,,,,,,
FIFA Street 3,X360,Sports,Electronic Arts,0.25,18-Feb-08,63.0,48.0,7.1,16.0,EA Canada
Akatsuki no Goei Trinity,PS3,Adventure,5pb,0.01,,,,,,
The Last Guy,PS3,Action,Sony Computer Entertainment,0.03,28-Aug-08,77.0,33.0,7.4,19.0,SCE Japan Studio
Metal Gear Rising: Revengeance,PS3,Action,Konami Digital Entertainment,1.09,19-Feb-13,80.0,61.0,7.8,564.0,PlatinumGames
Kidou Senshi Gundam: Senjou no Kizuna Portable,PSP,Strategy,Namco Bandai Games,0.18,,,,,,
Poyo Poyo Kansatsu Nikki,3DS,Action,IE Institute,0.02,,,,,,
Silent Hill: Origins,PSP,Action,Konami Digital Entertainment,0.49,6-Nov-07,78.0,40.0,8.4,65.0,Climax Group
Super Swing Golf,Wii,Sports,Nintendo,0.21,12-Dec-06,72.0,44.0,7.8,15.0,"Ntreev Soft, Tecmo"
Sayonara Umihara Kawase,3DS,Platform,Agatsuma Entertainment,0.03,,,,,,
Medal of Honor Heroes 2,Wii,Shooter,Electronic Arts,0.4,13-Nov-07,73.0,37.0,7.6,81.0,EA Canada
Musou Orochi Z,PS3,Action,Tecmo Koei,0.23,,,,,,
Digimon World Re:Digitize Decode,3DS,Role-Playing,Namco Bandai Games,0.08,,,,,,
Blazing Angels: Squadrons of WWII,X360,Simulation,Ubisoft,0.4,23-Mar-06,66.0,58.0,7.9,52.0,Ubisoft
Fate/Tiger Colosseum Upper,PSP,Fighting,Capcom,0.06,,,,,,
Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP,Misc,Karin Entertainment,0.02,,,,,,
Fist of the North Star: Ken's Rage,X360,Action,Ubisoft Annecy,0.14,2-Nov-10,59.0,38.0,7.5,21.0,Koei
Tomb Raider (2013),X360,Action,Square Enix,1.61,,,,,,
Burnout Legends,PSP,Racing,Electronic Arts,0.78,13-Sep-05,86.0,53.0,8.5,96.0,Criterion Games
Rapala Fishing Frenzy 2009,X360,Sports,Activision,0.04,2-Sep-08,41.0,5.0,6.6,5.0,FUN Labs
Import Tuner Challenge (JP sales),X360,Racing,Ubisoft,0.01,,,,,,
Kevin Van Dam: Big Bass Challenge,Wii,Sports,Zoo Games,0.03,,,,,,
Beautiful Katamari,X360,Puzzle,Namco Bandai Games,0.29,16-Oct-07,73.0,52.0,7.1,32.0,Now Production
Carnage Heart EXA,PSP,Strategy,ArtDink,0.02,19-Mar-13,,,tbd,,Artdink
Thrillville,PSP,Strategy,Atari,0.2,21-Nov-06,72.0,13.0,7.4,15.0,Frontier Developments
Need for Speed: Most Wanted - A Criterion Game,PS3,Racing,Electronic Arts,2.28,,,,,,
Heatseeker,PSP,Action,Codemasters,0.04,8-May-07,49.0,7.0,tbd,,IR Gurus
Dead or Alive Xtreme 2,X360,Sports,Tecmo Koei,0.23,13-Nov-06,53.0,46.0,6.1,35.0,Team Ninja
Wipeout 2048,PSV,Racing,Sony Computer Entertainment,0.27,15-Feb-12,79.0,63.0,8.3,143.0,Studio Liverpool
Twinkle * Crusaders GoGo!,PSP,Adventure,ASCII Media Works,0.02,,,,,,
Super Robot Taisen A Portable,PSP,Strategy,Namco Bandai Games,0.18,,,,,,
Ashes Cricket 2009,Wii,Sports,Codemasters,0.22,,,,,,
Hoshizora * Planet: One Small Step For...,PSP,Adventure,CyberFront,0.01,,,,,,
World Championship Poker 2: Featuring Howard Lederer,PSP,Misc,505 Games,0.14,11-Dec-05,65.0,17.0,2.8,17.0,Crave
Deadly Creatures,Wii,Action,THQ,0.2,9-Feb-09,72.0,45.0,8.9,30.0,Rainbow Studios
FIFA World Cup Germany 2006,PSP,Sports,Electronic Arts,0.11,22-May-06,72.0,15.0,7.3,8.0,EA Canada
Shinken de Watashi ni Koi Shinasai! R,PS3,Action,Minato Station,0.02,,,,,,
ATV Quad Kings,Wii,Racing,Zoo Digital Publishing,0.22,11-Aug-09,33.0,4.0,tbd,,Beyond Reality
Kane & Lynch: Dead Men,X360,Shooter,Eidos Interactive,0.75,,,,,,
Pirates of the Caribbean: At World's End,PSP,Action,Disney Interactive Studios,0.4,22-May-07,61.0,5.0,7.2,9.0,Eurocom Entertainment Software
Littlest Pet Shop: Friends,Wii,Simulation,Electronic Arts,0.25,20-Oct-09,,,tbd,,Artech Studios
Army of Two: The Devil's Cartel,PS3,Shooter,Electronic Arts,0.19,26-Mar-13,58.0,27.0,6.1,72.0,Visceral Games
Animal Kingdom: Wildlife Expedition,Wii,Adventure,Natsume,0.06,30-Sep-09,,,tbd,,Natsume
The King of Fighters XII,PS3,Fighting,Ignition Entertainment,0.14,24-Jul-09,57.0,48.0,5.2,44.0,SNK Playmore
Hot Wheels: Beat That!,Wii,Racing,Activision,0.13,30-Sep-07,,,5.3,9.0,Eutechnyx
Dead Rising 3,XOne,Action,Microsoft Game Studios,0.84,22-Nov-13,78.0,65.0,6.6,526.0,Capcom Vancouver
MLB,PSP,Sports,Sony Computer Entertainment,0.24,12-Apr-05,80.0,26.0,8.7,15.0,989 Sports
Hasbro Family Game Night Fun Pack,X360,Misc,Electronic Arts,0.07,1-Nov-11,,,tbd,,Electronic Arts
Dance Dance Revolution Universe 2,X360,Simulation,Konami Digital Entertainment,0.48,4-Dec-07,65.0,10.0,7.4,5.0,Konami
Scene It? Bright Lights! Big Screen!,Wii,Misc,Warner Bros. Interactive Entertainment,0.13,,,,,,
Super Robot Taisen MX Portable,PSP,Strategy,Banpresto,0.09,,,,,,
LEGO Pirates of the Caribbean: The Video Game,Wii,Action,Disney Interactive Studios,1.39,10-May-11,73.0,14.0,6.8,11.0,Traveller's Tales
The Witcher 2: Assassins of Kings,X360,Role-Playing,Namco Bandai Games,0.73,17-Apr-12,88.0,82.0,8.4,635.0,CD Projekt Red Studio
Plants vs. Zombies,X360,Strategy,PopCap Games,0.17,28-Sep-10,89.0,27.0,8.2,136.0,PopCap
Just Dance Kids 2,PS3,Misc,Ubisoft,0.16,25-Oct-11,,,tbd,,Ubisoft
College Hoops 2K8,X360,Sports,Take-Two Interactive,0.16,19-Nov-07,81.0,21.0,6.9,16.0,Visual Concepts
Goku Makaimura Kai,PSP,Platform,Capcom,0.01,,,,,,
New Super Mario Bros. Wii,Wii,Platform,Nintendo,27.25,15-Nov-09,87.0,80.0,8.3,446.0,Nintendo
Kidz Bop Dance Party! The Video Game,Wii,Misc,D3Publisher,0.21,,,,,,
Enkaku Sousa: Sana e no 23 Hiai,PSP,Adventure,Sony Computer Entertainment,0.02,,,,,,
Trauma Center: Second Opinion,Wii,Simulation,Nintendo,0.33,14-Nov-06,80.0,49.0,8,47.0,Atlus
Monster Hunter Frontier Online,PS3,Role-Playing,,0.03,,,,,,
Gundam the 3D Battle,3DS,Action,Namco Bandai Games,0.08,TBA,,,,,Namco Bandai Games
Syphon Filter: Dark Mirror,PSP,Shooter,Sony Computer Entertainment,0.27,14-Mar-06,87.0,58.0,9.3,103.0,Sony Bend
Memories Off: Sorekara,PSP,Adventure,5pb,0.01,,,,,,
Dead to Rights: Retribution,PS3,Shooter,Namco Bandai Games,0.26,27-Apr-10,60.0,44.0,5.7,15.0,Volatile Games
LEGO Batman 2: DC Super Heroes,PSV,Action,Warner Bros. Interactive Entertainment,0.24,19-Jun-12,62.0,9.0,6.6,31.0,TT Games
Space Chimps,X360,Platform,Brash Entertainment,0.1,15-Jul-08,57.0,7.0,5.6,11.0,Red Tribe
Self-Defense Training Camp,X360,Sports,Ubisoft,0.09,8-Nov-11,21.0,5.0,5.1,17.0,Ubisoft
Kuma-Tomo,3DS,Misc,Namco Bandai Games,0.13,,,,,,
The Amazing Spider-Man (Console Version),WiiU,Action,Activision,0.03,,,,,,
Tomb Raider: Legend,PSP,Action,Eidos Interactive,0.44,21-Jun-06,67.0,28.0,7.7,21.0,Buzz Monkey
Darkest of Days,X360,Shooter,Phantom EFX,0.09,10-Sep-09,44.0,25.0,4.7,74.0,8Monkey Labs
Kamen Rider: Dragon Knight,Wii,Fighting,D3Publisher,0.06,17-Nov-09,,,tbd,,Eighting
Trine 2,WiiU,Platform,Atlus,0.01,,,,,,
James Bond 007: Legends,PS3,Shooter,Activision,0.24,,,,,,
Zero Cho Aniki,PSP,Shooter,GungHo,0.01,,,,,,
DiRT,X360,Racing,Codemasters,0.85,19-Jun-07,83.0,59.0,7.4,84.0,Codemasters
Super Paper Mario,Wii,Platform,Nintendo,3.63,9-Apr-07,85.0,56.0,7.7,280.0,Intelligent Systems
James Cameron's Avatar: The Game,X360,Action,Ubisoft,0.74,1-Dec-09,61.0,62.0,6.9,69.0,Ubisoft
Sesame Street: Elmo's A-to-Zoo Adventure,Wii,Misc,Warner Bros. Interactive Entertainment,0.33,16-Nov-10,,,tbd,,Black Lantern Studios
Generator Rex: Agent of Providence,3DS,Action,Activision,0.07,1-Nov-11,,,tbd,,Virtuos
Phantom Brave: We Meet Again,Wii,Role-Playing,Nippon Ichi Software,0.13,14-Aug-09,76.0,12.0,7.1,14.0,Nippon Ichi Software
Kidou Senshi Gundam: Extreme VS,PS3,Fighting,Namco Bandai Games,0.54,,,,,,
Metal Gear Solid: Portable Ops Plus,PSP,Action,Konami Digital Entertainment,0.68,13-Nov-07,65.0,19.0,7.3,21.0,Kojima Productions
Tom Clancy's Ghost Recon: Predator,PSP,Shooter,Ubisoft,0.07,16-Nov-10,54.0,15.0,tbd,,Virtuos
My Animal Centre,Wii,Simulation,Deep Silver,0.02,,,,,,
Taikou Risshiden V,PSP,Strategy,Tecmo Koei,0.04,,,,,,
Doko Demo Issho,PSP,Misc,Sony Computer Entertainment,0.1,,,,,,
Domino Rally,Wii,Action,Nordcurrent,0.05,18-Aug-09,57.0,4.0,tbd,,RED Entertainment
MySims Party,Wii,Simulation,Electronic Arts,0.2,10-Mar-09,56.0,16.0,tbd,,EA Games
Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,Action,Namco Bandai Games,0.27,,,,,,
Toy Story 3: The Video Game,PSP,Action,Disney Interactive Studios,0.59,,,,,,
X-Blades,PS3,Action,SouthPeak Games,0.11,6-Feb-09,50.0,31.0,6,10.0,Gaijin Entertainment
NASCAR 08,X360,Racing,Electronic Arts,0.26,23-Jul-07,59.0,29.0,5.2,29.0,EA Tiburon
DJ Hero 2,X360,Misc,Activision,0.76,19-Oct-10,86.0,66.0,7.8,20.0,FreeStyleGames
Skylanders Giants,3DS,Action,Activision,0.05,21-Oct-12,59.0,9.0,5.8,10.0,n-Space
Germany's Next Topmodel 2011,Wii,Simulation,7G//AMES,0.01,,,,,,
Fable III,X360,Role-Playing,Microsoft Game Studios,4.93,26-Oct-10,80.0,88.0,6.6,474.0,Lionhead Studios
Gray Matter,X360,Adventure,DTP Entertainment,0.03,,,,,,
Naruto: Clash of Ninja Revolution,Wii,Fighting,Tomy Corporation,1.01,23-Oct-07,74.0,23.0,8.1,20.0,8ing/Raizing
Resident Evil 5,PS3,Action,Capcom,4.94,13-Mar-09,84.0,76.0,7.5,458.0,Capcom
B's-LOG Partyâ™ª,PSP,Adventure,Idea Factory,0.04,,,,,,
History Channel: Battle for the Pacific,X360,Shooter,Activision,0.05,,,,,,
Teenage Mutant Ninja Turtles: Smash-Up,Wii,Fighting,Ubisoft,0.34,22-Sep-09,67.0,34.0,8.1,18.0,Game Arts
Tomoyo After: It's a Wonderful Life CS Edition,PSP,Adventure,Prototype,0.04,,,,,,
Don King Boxing,Wii,Sports,Take-Two Interactive,0.24,31-Mar-09,55.0,17.0,tbd,,2K Shanghai
Mobile Ops: The One Year War,X360,Simulation,Namco Bandai Games,0.06,Canceled,,,,,"Dimps Corporation, Dream Execution"
Tetris Axis,3DS,Puzzle,Tetris Online,0.36,2-Oct-11,74.0,33.0,6.4,19.0,Hudson Soft
NHL 2K10,PS3,Sports,Take-Two Interactive,0.13,15-Sep-09,66.0,23.0,7.1,8.0,Take-Two Interactive
World Snooker Championship 2007,X360,Sports,Sega,0.01,,,,,,
History Channel: Civil War - A Nation Divided,X360,Shooter,Activision,0.12,,,,,,
Nippon no Asoko de,PSP,Misc,Sony Computer Entertainment,0.03,,,,,,
MotorStorm: Arctic Edge,PSP,Racing,Sony Computer Entertainment,0.99,29-Sep-09,79.0,58.0,8.8,26.0,Bigbig Studios
Cabela's Big Game Hunter (2008),Wii,Sports,Activision,0.62,13-Nov-07,,,tbd,,MagicWand
Custom Drive,PSP,Action,D3Publisher,0.02,,,,,,
Legends of WrestleMania,X360,Fighting,THQ,0.37,24-Mar-09,71.0,59.0,6.1,21.0,Yuke's
Call of Duty Black Ops: Declassified,PSV,Action,Activision,0.89,13-Nov-12,33.0,58.0,4.8,430.0,Nihilistic
Tamagotchi Party On!,Wii,Misc,Namco Bandai Games,0.19,,,,,,
Ys I & II Chronicles,PSP,Role-Playing,Falcom Corporation,0.07,,,,,,
Ski-Doo Snowmobile Challenge,Wii,Racing,Valcon Games,0.08,13-Oct-09,,,tbd,,Valcon Games
LEGO Pirates of the Caribbean: The Video Game,3DS,Action,Disney Interactive Studios,0.5,10-May-11,71.0,16.0,7.1,18.0,Traveller's Tales
Warriors: Legends of Troy,X360,Action,Tecmo Koei,0.05,Canceled,54.0,11.0,,,Koei
Worms: Open Warfare,PSP,Strategy,THQ,0.76,22-Mar-06,70.0,22.0,6.6,16.0,Team 17
LEGO Star Wars: The Complete Saga,Wii,Action,LucasArts,5.26,6-Nov-07,80.0,17.0,8.8,46.0,Traveller's Tales
Disney's Chicken Little: Ace In Action,Wii,Shooter,Disney Interactive Studios,0.1,11-Dec-06,72.0,8.0,tbd,,Avalanche Software
GachiTora! Abarenbou Kyoushi in High School,PSP,Action,Spike,0.05,,,,,,
Army Corps of Hell,PSV,Action,Square Enix,0.07,22-Feb-12,57.0,43.0,6.7,24.0,"Entersphere, Inc."
Valhalla Knights: Eldar Saga,Wii,Role-Playing,Rising Star Games,0.13,30-Sep-09,35.0,17.0,7.1,14.0,"K2, Kurogane"
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV,Action,Konami Digital Entertainment,0.04,,,,,,
Major League Baseball 2K11,PSP,Sports,Take-Two Interactive,0.05,8-Mar-11,,,tbd,,Visual Concepts
FIFA Soccer 06,PSP,Sports,Electronic Arts,0.11,11-Oct-05,77.0,17.0,8.1,19.0,EA Sports
NCAA Football 07,X360,Sports,Electronic Arts,0.71,18-Jul-06,79.0,43.0,6.9,19.0,EA Sports
Uta no Prince-Sama: Debut,PSP,Action,Broccoli,0.09,,,,,,
Celebrity Sports Showdown,Wii,Sports,Electronic Arts,0.44,23-Oct-08,50.0,12.0,4.6,18.0,EA Canada
Hollywood Squares,Wii,Misc,Ubisoft,0.09,5-Oct-10,,,tbd,,Ubisoft
Shiratsuyu no Kai,PSP,Adventure,Idea Factory,0.02,,,,,,
AKB48+Me,3DS,Action,Unknown,0.11,,,,,,
Juiced: Eliminator,PSP,Racing,THQ,0.42,28-Jun-06,65.0,24.0,8.8,4.0,Juice Games
Saw II: Flesh & Blood,X360,Action,Konami Digital Entertainment,0.13,,,,,,
SWAT: Target Liberty,PSP,Shooter,Vivendi Games,0.04,16-Oct-07,50.0,26.0,7.9,8.0,3G Studios
Fantasy Life,3DS,Role-Playing,Level 5,0.36,,,,,,
Squeeballs Party,Wii,Puzzle,Performance Designed Products,0.17,12-Oct-09,59.0,16.0,tbd,,Performance Designed Products
Tiger & Bunny: On-Air Jack!,PSP,Action,Namco Bandai Games,0.03,,,,,,
Rise of the Argonauts,PS3,Role-Playing,Codemasters,0.17,16-Dec-08,57.0,34.0,7.1,17.0,Liquid Entertainment
Tiger Woods PGA Tour 06,PSP,Sports,Electronic Arts,0.2,26-Sep-05,80.0,15.0,9,7.0,Team Fusion
Dragon Ball: Raging Blast 2,X360,Fighting,Namco Bandai Games,0.52,2-Nov-10,57.0,33.0,7.1,16.0,Spike
